edad,sexo,tipo_universidad,prom_estudio_dia,prom_dia_whatsapp,prom_ciclo_pasado,ciclo,total_cursos_actuales,actividad_extracurricular_actual,horas_ejercicio_semanal,horas_sueño_xnoche,red_mas_usada,tiempo_max_sin_redes_dia,notificaciones_estudio_diario,dias_redes_antes_de_dormir,tipo_contenido_redes_sociales,satisfaccion_interaccion_social_presencial,afecta_concentracion_rendimiento,impacto_redes_actividades_extracurriculares,impacto_redes_salud_mental,momento_uso_redes_sociales,uso_redes_academicas,satisfaccion_rendimiento_academico,interaccion_persona_amigos_redes,frecuencia_descubrimiento_actividades_redes,prom_dia_instagram,prom_dia_tiktok,prom_dia_linkedin,prom_dia_x
20,Masculino,Privada,4,Entre 9-12 horas,16,5,7,Voluntariado,7,5,Tiktok,5,6,7,Entretenimiento,5,4,Motiva,4,Noche(6pm-12 am),Sí,3,6,4,Entre 3-6 horas,Entre 9-12 horas,0 horas (no lo uso),0 horas (no lo uso)
22,Masculino,Privada,1.5,Entre 6-9 horas,15.4,10,2,No participo en ninguna,5,6,Whatsapp,1,1,6,Entretenimiento,5,1,No tiene efecto,3,Noche(6pm-12 am),Sí,4,4,2,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso)
19,Femenino,Privada,2,Entre 3-6 horas,16.8,5,6,Voluntariado,5,5,Tiktok,2,50,5,Entretenimiento,4,2,Motiva,3,Tarde (12 pm - 6pm),Sí,3,25,3,Entre 1-3 horas,Entre 3-6 horas,Entre 1-3 horas,0 horas (no lo uso)
16,Masculino,Privada,7.6,Entre 6-9 horas,0,1,6,Música,1,8,Tiktok,24,6,7,Socializar,5,3,No tiene efecto,3,Noche(6pm-12 am),No,4,2,2,0 horas (no lo uso),Entre 6-9 horas,Entre 3-6 horas,Entre 1-3 horas
18,Masculino,Privada,4,Entre 1-3 horas,12.5,3,5,No participo en ninguna,6,8,Instagram,12,5,0,Entretenimiento,4,3,No tiene efecto,1,Tarde (12 pm - 6pm),Sí,3,0,2,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
19,Masculino,Privada,2.5,Entre 3-6 horas,17,4,5,No participo en ninguna,2,4,Discord,5,4,7,Entretenimiento,4,3,Motiva,3,Noche(6pm-12 am),Sí,4,3,5,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),Entre 1-3 horas
21,Femenino,Privada,2,Entre 1-3 horas,15,3,6,No participo en ninguna,4,6,Instagram,2,3,7,Entretenimiento,2,2,No tiene efecto,3,Noche(6pm-12 am),Sí,4,6,3,Entre 3-6 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
21,Masculino,Privada,4,Entre 3-6 horas,16,7,6,No participo en ninguna,3,7,Tiktok,4,3,6,Entretenimiento,4,4,Motiva,3,Noche(6pm-12 am),Sí,4,4,3,Entre 6-9 horas,Entre 6-9 horas,0 horas (no lo uso),Entre 1-3 horas
23,Masculino,Privada,1,Entre 1-3 horas,11,10,3,No participo en ninguna,0,5,Tiktok,5,20,7,Entretenimiento,2,4,No tiene efecto,3,Noche(6pm-12 am),No,1,1,2,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas
19,Masculino,Privada,6,Entre 3-6 horas,19.1,3,6,No participo en ninguna,4,4,Whatsapp,2,4,6,Entretenimiento,4,3,Motiva,3,Noche(6pm-12 am),Sí,4,16,4,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas
21,Femenino,Privada,4.5,Entre 3-6 horas,15.4,7,3,No participo en ninguna,0,4,Whatsapp,12,2,5,Noticias,5,4,No tiene efecto,2,Tarde (12 pm - 6pm),Sí,5,0,2,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
20,Masculino,Privada,1.2,Entre 3-6 horas,15.7,7,6,Voluntariado,1,6,Instagram,4,16,5,Socializar,4,4,Motiva,3,Tarde (12 pm - 6pm),Sí,4,2,4,Entre 3-6 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Femenino,Privada,3,Entre 1-3 horas,12,3,4,No participo en ninguna,0,6,Tiktok,3,5,7,Entretenimiento,3,4,Desmotiva,4,Tarde (12 pm - 6pm),Sí,3,2,4,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Masculino,Privada,1,Entre 1-3 horas,15,3,5,Deportes,10,7,Whatsapp,4,30,7,Entretenimiento,2,4,Desmotiva,4,Noche(6pm-12 am),Sí,3,10,1,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
25,Femenino,Privada,6,Entre 3-6 horas,16,9,8,No participo en ninguna,0,6,Tiktok,5,7,6,Entretenimiento,4,2,Motiva,2,Madrugada (12am-6am),Sí,4,0,4,Entre 1-3 horas,Entre 6-9 horas,0 horas (no lo uso),0 horas (no lo uso)
22,Femenino,Privada,6.5,Entre 1-3 horas,18,7,6,Voluntariado,3,7,Tiktok,0,5,7,Entretenimiento,3,4,Motiva,4,Noche(6pm-12 am),Sí,4,2,4,Entre 3-6 horas,Entre 3-6 horas,Entre 1-3 horas,Entre 3-6 horas
18,Masculino,Privada,2,Entre 1-3 horas,17.2,2,6,No participo en ninguna,4,6,X (Twitter),4,4,7,Entretenimiento,4,3,Desmotiva,3,Noche(6pm-12 am),Sí,4,0,1,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),Entre 3-6 horas
18,Femenino,Privada,5,Entre 1-3 horas,14.5,3,5,No participo en ninguna,2,7,Tiktok,2,3,7,Entretenimiento,2,4,Motiva,2,Noche(6pm-12 am),Sí,3,0,4,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Masculino,Pública,5,Entre 6-9 horas,13.4,2,5,No participo en ninguna,2,6,Whatsapp,1,4,3,Académico,3,4,Motiva,5,Noche(6pm-12 am),Sí,3,0,5,Entre 3-6 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Femenino,Privada,2,Entre 6-9 horas,18.5,2,7,Deportes,6,5,Whatsapp,24,10,7,Entretenimiento,5,2,No tiene efecto,4,Noche(6pm-12 am),Sí,4,5,5,Entre 1-3 horas,Entre 6-9 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Femenino,Privada,4,Entre 1-3 horas,18,5,7,No participo en ninguna,2,4,Instagram,5,3,5,Entretenimiento,5,1,No tiene efecto,3,Noche(6pm-12 am),Sí,5,7,3,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),Entre 1-3 horas
19,Masculino,Privada,2.5,Entre 3-6 horas,15.9,5,6,Deportes,8,6,Whatsapp,5,8,2,Noticias,4,2,Motiva,4,Noche(6pm-12 am),Sí,3,16,4,Entre 1-3 horas,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso)
21,Femenino,Privada,4,Entre 6-9 horas,12,8,6,Voluntariado,1,7,Whatsapp,2,20,7,Entretenimiento,3,5,Desmotiva,4,Mañana (6am-11:59 am),Sí,2,8,4,Entre 1-3 horas,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso)
18,Masculino,Privada,2,Entre 6-9 horas,11.5,5,6,Voluntariado,0,6,Whatsapp,3,10,7,Entretenimiento,5,5,No tiene efecto,5,Noche(6pm-12 am),No,2,3,3,Entre 3-6 horas,Entre 6-9 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Femenino,Privada,9.5,Entre 3-6 horas,12.6,3,6,Voluntariado,0,6,Instagram,4,15,4,Académico,4,4,No tiene efecto,4,Noche(6pm-12 am),Sí,3,0,3,Entre 6-9 horas,Entre 6-9 horas,0 horas (no lo uso),0 horas (no lo uso)
23,Masculino,Privada,3,Entre 6-9 horas,12,6,4,No participo en ninguna,3,7,Whatsapp,1,10,7,Académico,4,5,No tiene efecto,3,Tarde (12 pm - 6pm),Sí,3,10,3,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
19,Femenino,Privada,4.5,Entre 1-3 horas,18,5,7,No participo en ninguna,1,5,Whatsapp,3,5,5,Entretenimiento,4,3,Motiva,3,Noche(6pm-12 am),Sí,4,0,2,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),Entre 1-3 horas
18,Femenino,Privada,4,Entre 6-9 horas,14.91,3,6,No participo en ninguna,0,4,Whatsapp,12,5,7,Entretenimiento,4,3,No tiene efecto,2,Madrugada (12am-6am),Sí,3,0,4,Entre 3-6 horas,Entre 9-12 horas,0 horas (no lo uso),Entre 1-3 horas
18,Femenino,Privada,5,Entre 1-3 horas,12,4,7,Voluntariado,5,6,Instagram,1,4,7,Entretenimiento,4,4,Motiva,4,Noche(6pm-12 am),Sí,4,2,2,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
18,Femenino,Privada,1,Entre 6-9 horas,17.6,3,5,No participo en ninguna,6,7,X (Twitter),4,3,7,Socializar,4,3,No tiene efecto,3,Noche(6pm-12 am),Sí,2,3,4,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),Entre 6-9 horas
21,Femenino,Privada,5,Entre 6-9 horas,15,4,4,No participo en ninguna,2,4,Discord,7,7,4,Académico,2,2,No tiene efecto,3,Tarde (12 pm - 6pm),Sí,3,3,2,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
20,Femenino,Privada,4,Entre 3-6 horas,12,6,4,No participo en ninguna,0,6,Whatsapp,3,10,7,Entretenimiento,4,3,No tiene efecto,4,Noche(6pm-12 am),Sí,4,0,4,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
19,Masculino,Privada,3,Entre 3-6 horas,16,1,6,Deportes,14,7,Whatsapp,24,0,0,Entretenimiento,2,1,Motiva,1,Tarde (12 pm - 6pm),Sí,3,5,3,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
18,Femenino,Privada,3,Entre 3-6 horas,17,3,5,Arte,2,7,Otro,5,8,7,Entretenimiento,5,2,Motiva,4,Mañana (6am-11:59 am),Sí,5,4,3,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
19,Femenino,Privada,1,Entre 1-3 horas,10,1,5,No participo en ninguna,10,8,Whatsapp,1,3,7,Socializar,3,5,Desmotiva,5,Noche(6pm-12 am),No,2,0,5,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
19,Femenino,Privada,2.5,Entre 6-9 horas,13.5,5,5,No participo en ninguna,0,5,Instagram,1,10,7,Entretenimiento,4,3,No tiene efecto,2,Noche(6pm-12 am),Sí,3,2,1,Entre 6-9 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
21,Femenino,Privada,2,Entre 9-12 horas,15.55,8,5,No participo en ninguna,1,6,Whatsapp,3,2,7,Entretenimiento,3,4,No tiene efecto,2,Mañana (6am-11:59 am),Sí,3,2,2,Entre 1-3 horas,Entre 6-9 horas,Entre 3-6 horas,Entre 1-3 horas
23,Masculino,Privada,5,Entre 6-9 horas,12,3,5,Deportes,4,6,Tiktok,2,5,7,Entretenimiento,1,4,No tiene efecto,3,Tarde (12 pm - 6pm),Sí,3,2,1,0 horas (no lo uso),Entre 6-9 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Masculino,Privada,1.5,Entre 3-6 horas,11,3,5,No participo en ninguna,9,5,Instagram,1,20,5,Entretenimiento,4,4,No tiene efecto,4,Tarde (12 pm - 6pm),Sí,3,5,4,Entre 3-6 horas,Entre 3-6 horas,0 horas (no lo uso),Entre 3-6 horas
19,Masculino,Privada,12,Entre 9-12 horas,15,4,8,Arte,10,4,Whatsapp,24,30,7,Socializar,4,3,No tiene efecto,3,Noche(6pm-12 am),Sí,2,1,4,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
20,Femenino,Privada,5,Entre 3-6 horas,17.36,6,5,Voluntariado,0,4,Whatsapp,3,3,2,Entretenimiento,3,3,No tiene efecto,4,Noche(6pm-12 am),Sí,4,0,4,Entre 1-3 horas,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso)
23,Femenino,Privada,10,Entre 9-12 horas,16,4,4,No participo en ninguna,7,8,Whatsapp,5,10,7,Entretenimiento,3,3,Motiva,5,Noche(6pm-12 am),Sí,3,10,5,Entre 3-6 horas,Entre 3-6 horas,Entre 1-3 horas,0 horas (no lo uso)
27,Masculino,Privada,3,Entre 9-12 horas,16.5,10,3,Deportes,2,8,Instagram,5,7,7,Noticias,4,2,No tiene efecto,2,Noche(6pm-12 am),Sí,5,7,5,Entre 9-12 horas,Entre 9-12 horas,Entre 9-12 horas,NA
18,Femenino,Privada,3,Entre 1-3 horas,0,1,4,Música,3,8,Tiktok,24,7,7,Entretenimiento,3,3,No tiene efecto,3,Noche(6pm-12 am),Sí,3,2,3,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas
19,Masculino,Privada,1.5,Entre 6-9 horas,14,5,4,Deportes,6,7,Tiktok,5,50,4,Entretenimiento,5,4,Motiva,4,Tarde (12 pm - 6pm),Sí,3,5,4,Entre 6-9 horas,Entre 6-9 horas,0 horas (no lo uso),0 horas (no lo uso)
23,Masculino,Privada,6,Entre 3-6 horas,12,6,4,No participo en ninguna,6,8,Tiktok,3,17,7,Entretenimiento,5,4,Motiva,4,Mañana (6am-11:59 am),Sí,3,5,4,Entre 1-3 horas,Entre 6-9 horas,0 horas (no lo uso),Entre 1-3 horas
24,Masculino,Pública,6,Entre 3-6 horas,13,5,6,Deportes,2,6,Facebook / meta,1,10,7,Entretenimiento,4,5,Desmotiva,5,Noche(6pm-12 am),Sí,4,2,2,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Femenino,Privada,6,0 horas (no lo uso),18,3,7,Club Académico,0,6,Instagram,2,4,7,Socializar,5,3,Motiva,3,Madrugada (12am-6am),Sí,4,7,3,Entre 6-9 horas,Entre 6-9 horas,0 horas (no lo uso),Entre 3-6 horas
29,Femenino,Pública,6,Entre 9-12 horas,13,10,4,No participo en ninguna,0,8,Tiktok,12,30,7,Entretenimiento,5,1,No tiene efecto,2,Noche(6pm-12 am),Sí,2,40,4,Entre 1-3 horas,NA,0 horas (no lo uso),0 horas (no lo uso)
17,Femenino,Privada,2,Entre 1-3 horas,0,1,7,No participo en ninguna,2,5,Whatsapp,24,3,5,Entretenimiento,4,3,Motiva,5,Madrugada (12am-6am),Sí,2,3,4,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
18,Masculino,Privada,3,Entre 1-3 horas,14,3,6,Deportes,5,7,Instagram,6,2,6,Entretenimiento,5,4,No tiene efecto,1,Tarde (12 pm - 6pm),Sí,4,2,2,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso),Entre 1-3 horas
23,Masculino,Privada,1,Entre 1-3 horas,11.5,8,7,No participo en ninguna,2,5,Tiktok,4,5,7,Entretenimiento,2,5,No tiene efecto,1,Noche(6pm-12 am),Sí,3,0,1,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),Entre 1-3 horas
20,Masculino,Privada,4,0 horas (no lo uso),12,5,4,Voluntariado,2,6,Otro,3,7,2,Entretenimiento,4,5,Motiva,5,Tarde (12 pm - 6pm),No,3,6,2,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
24,Masculino,Privada,4,Entre 1-3 horas,16,6,4,No participo en ninguna,3,7,Instagram,2,1,3,Entretenimiento,5,3,No tiene efecto,1,Tarde (12 pm - 6pm),Sí,4,4,3,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
19,Masculino,Privada,5,Entre 6-9 horas,18,5,6,Deportes,2,3,Whatsapp,15,5,7,Entretenimiento,4,1,Motiva,5,Noche(6pm-12 am),Sí,4,2,3,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Masculino,Privada,6,Entre 1-3 horas,14,3,4,Arte,0,6,Instagram,1,5,7,Entretenimiento,5,4,No tiene efecto,5,Tarde (12 pm - 6pm),No,2,4,3,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),Entre 1-3 horas
18,Femenino,Privada,4,NA,17,3,6,No participo en ninguna,1,4,Tiktok,1,10,7,Entretenimiento,5,3,Motiva,3,Noche(6pm-12 am),Sí,4,1,5,0 horas (no lo uso),Entre 3-6 horas,0 horas (no lo uso),Entre 1-3 horas
18,Masculino,Privada,2,Entre 9-12 horas,18,4,6,No participo en ninguna,2,8,Tiktok,1,11,7,Entretenimiento,5,1,Motiva,1,Tarde (12 pm - 6pm),No,5,10,3,Entre 9-12 horas,Entre 9-12 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Femenino,Pública,4,Entre 6-9 horas,0,1,4,Arte,10,8,Whatsapp,5,4,5,Académico,3,3,Motiva,4,Tarde (12 pm - 6pm),Sí,4,2,3,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),Entre 1-3 horas
19,Masculino,Privada,6,Entre 1-3 horas,16.25,4,5,No participo en ninguna,1,7,Instagram,1,10,7,Entretenimiento,4,4,No tiene efecto,4,Tarde (12 pm - 6pm),Sí,4,0,2,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
18,Masculino,Privada,2,Entre 3-6 horas,13,8,3,Deportes,2,8,Tiktok,5,1,6,Socializar,4,2,Motiva,3,Noche(6pm-12 am),Sí,5,3,1,Entre 3-6 horas,Entre 3-6 horas,Entre 3-6 horas,Entre 3-6 horas
18,Masculino,Privada,3,Entre 1-3 horas,15.6,3,6,Deportes,7,7,Whatsapp,2,50,5,Entretenimiento,4,4,Desmotiva,3,Mañana (6am-11:59 am),Sí,2,1,2,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
19,Masculino,Privada,4,Entre 3-6 horas,0,1,5,Club Académico,2,7,Whatsapp,5,3,3,Entretenimiento,4,4,Desmotiva,4,Noche(6pm-12 am),Sí,4,2,3,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
19,Masculino,Privada,5,Entre 3-6 horas,16.8,5,7,Deportes,7,6,Instagram,3,20,7,Entretenimiento,3,4,Desmotiva,4,Noche(6pm-12 am),No,2,15,3,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
22,Femenino,Privada,3,Entre 1-3 horas,13,8,5,No participo en ninguna,2,6,X (Twitter),5,8,7,Entretenimiento,4,3,Motiva,4,Noche(6pm-12 am),Sí,3,1,2,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),Entre 1-3 horas
20,Femenino,Privada,5,Entre 3-6 horas,13.98,6,7,No participo en ninguna,1,6,Whatsapp,2,10,6,Académico,3,2,No tiene efecto,2,Tarde (12 pm - 6pm),Sí,3,1,1,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
20,Femenino,Privada,4,Entre 3-6 horas,17,5,7,No participo en ninguna,5,5,Tiktok,5,11,7,Entretenimiento,4,3,No tiene efecto,3,Madrugada (12am-6am),Sí,4,3,4,Entre 3-6 horas,Entre 6-9 horas,Entre 3-6 horas,Entre 1-3 horas
25,Masculino,Privada,4,Entre 1-3 horas,13.45,5,5,No participo en ninguna,0,8,Otro,2,20,7,Noticias,4,4,No tiene efecto,4,Noche(6pm-12 am),Sí,4,4,4,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),Entre 1-3 horas
26,Femenino,Privada,1,Entre 1-3 horas,13,4,7,Arte,2,6,Tiktok,4,20,7,Noticias,3,5,No tiene efecto,4,Tarde (12 pm - 6pm),Sí,3,1,4,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso),Entre 1-3 horas
22,Masculino,Privada,3,Entre 1-3 horas,12,8,6,No participo en ninguna,2,7,Instagram,1,5,7,Entretenimiento,2,4,Desmotiva,5,Noche(6pm-12 am),Sí,2,5,3,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
22,Femenino,Privada,10,Entre 6-9 horas,13,8,6,No participo en ninguna,2,6,Instagram,3,4,3,Entretenimiento,4,4,Motiva,4,Noche(6pm-12 am),Sí,4,0,4,Entre 1-3 horas,Entre 6-9 horas,Entre 3-6 horas,0 horas (no lo uso)
18,Femenino,Privada,4,Entre 1-3 horas,0,1,6,Música,7,8,Instagram,4,5,7,Entretenimiento,4,3,No tiene efecto,2,Noche(6pm-12 am),Sí,3,2,5,Entre 3-6 horas,Entre 1-3 horas,0 horas (no lo uso),Entre 1-3 horas
19,Masculino,Pública,4,Entre 3-6 horas,17.12,5,8,No participo en ninguna,10,7,Whatsapp,4,5,7,Socializar,3,4,No tiene efecto,3,Noche(6pm-12 am),Sí,4,3,1,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
21,Femenino,Privada,4,Entre 1-3 horas,17.6,6,7,Voluntariado,8,6,Instagram,5,15,5,Entretenimiento,5,3,No tiene efecto,3,Noche(6pm-12 am),Sí,5,3,4,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso)
21,Masculino,Privada,4.5,Entre 3-6 horas,13,7,5,Voluntariado,2,6,Whatsapp,3,4,4,Socializar,4,2,No tiene efecto,4,Noche(6pm-12 am),Sí,4,5,4,Entre 1-3 horas,Entre 3-6 horas,Entre 1-3 horas,0 horas (no lo uso)
21,Masculino,Privada,4,Entre 1-3 horas,16,8,6,No participo en ninguna,4,7,Whatsapp,5,4,7,Entretenimiento,5,2,No tiene efecto,3,Noche(6pm-12 am),Sí,3,5,3,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso)
23,Masculino,Privada,4,Entre 1-3 horas,15,5,6,Deportes,5,8,Whatsapp,1,3,5,Entretenimiento,3,5,Desmotiva,3,Noche(6pm-12 am),Sí,1,5,3,Entre 1-3 horas,Entre 3-6 horas,Entre 1-3 horas,0 horas (no lo uso)
20,Femenino,Pública,8,Entre 1-3 horas,13,7,4,No participo en ninguna,0,6,Whatsapp,7,6,7,Entretenimiento,5,5,No tiene efecto,2,Mañana (6am-11:59 am),Sí,3,0,3,Entre 1-3 horas,Entre 3-6 horas,Entre 1-3 horas,0 horas (no lo uso)
20,Masculino,Pública,6,Entre 1-3 horas,16,6,6,No participo en ninguna,7,6,Whatsapp,1,7,4,Académico,3,1,Motiva,3,Noche(6pm-12 am),Sí,4,2,2,NA,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
24,Masculino,Privada,6,Entre 1-3 horas,14.67,8,6,No participo en ninguna,2,6,Whatsapp,5,8,4,Noticias,4,3,No tiene efecto,3,Noche(6pm-12 am),Sí,4,4,4,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
25,Femenino,Privada,3,Entre 3-6 horas,0,1,5,No participo en ninguna,0,8,Whatsapp,5,5,7,Entretenimiento,4,2,Motiva,2,Noche(6pm-12 am),Sí,4,0,3,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
22,Masculino,Privada,4,Entre 3-6 horas,13,6,5,Deportes,3,6,Whatsapp,1,20,7,Entretenimiento,3,3,No tiene efecto,2,Tarde (12 pm - 6pm),No,2,4,1,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
20,Masculino,Privada,4,Entre 1-3 horas,13.4,7,6,No participo en ninguna,2,7,Whatsapp,16,20,7,Noticias,4,4,No tiene efecto,3,Noche(6pm-12 am),Sí,3,0,3,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
20,Masculino,Privada,7.5,Entre 3-6 horas,17.5,9,1,Deportes,12,6,Tiktok,1,4,7,Entretenimiento,5,3,Desmotiva,5,Noche(6pm-12 am),Sí,4,2,4,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),Entre 1-3 horas
24,Masculino,Pública,1.5,Entre 1-3 horas,17,6,7,Deportes,10,7,Whatsapp,5,10,7,Entretenimiento,5,3,Motiva,4,Noche(6pm-12 am),Sí,4,25,4,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
21,Femenino,Pública,5,Entre 6-9 horas,17,5,5,No participo en ninguna,4,5,Whatsapp,3,6,7,Entretenimiento,4,2,Motiva,3,Noche(6pm-12 am),Sí,4,6,4,Entre 3-6 horas,Entre 6-9 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Femenino,Privada,4,Entre 1-3 horas,0,1,5,No participo en ninguna,2,8,Instagram,1,5,7,Entretenimiento,3,5,Desmotiva,4,Noche(6pm-12 am),Sí,4,5,3,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
22,Femenino,Privada,4,Entre 6-9 horas,16,8,8,Club Académico,7,5,Instagram,5,20,5,Entretenimiento,3,4,Desmotiva,3,Tarde (12 pm - 6pm),Sí,3,6,2,Entre 3-6 horas,Entre 3-6 horas,Entre 1-3 horas,0 horas (no lo uso)
25,Femenino,Privada,8,Entre 1-3 horas,18,3,7,No participo en ninguna,2,6,Whatsapp,24,7,7,Entretenimiento,4,2,No tiene efecto,2,Noche(6pm-12 am),Sí,5,0,2,0 horas (no lo uso),Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso)
21,Femenino,Privada,2.5,Entre 6-9 horas,0,1,5,No participo en ninguna,3,6,X (Twitter),4,1,5,Entretenimiento,4,3,Motiva,5,Noche(6pm-12 am),Sí,4,6,4,Entre 6-9 horas,Entre 6-9 horas,Entre 3-6 horas,Entre 6-9 horas
23,Masculino,Pública,6,Entre 6-9 horas,15,3,5,Deportes,12,6,Tiktok,3,3,7,Entretenimiento,4,2,Motiva,3,Tarde (12 pm - 6pm),Sí,3,4,3,Entre 1-3 horas,Entre 6-9 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Masculino,Privada,1.5,Entre 9-12 horas,17,2,5,No participo en ninguna,0,6,Whatsapp,3,100,7,Entretenimiento,5,5,No tiene efecto,3,Noche(6pm-12 am),No,4,0,1,0 horas (no lo uso),Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
22,Masculino,Privada,3.5,Entre 1-3 horas,13,7,4,No participo en ninguna,0,5,Instagram,5,3,3,Noticias,3,3,No tiene efecto,3,Tarde (12 pm - 6pm),No,3,0,3,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
21,Femenino,Privada,4,Entre 3-6 horas,14,8,8,Voluntariado,5,6,Whatsapp,4,2,7,Entretenimiento,4,4,No tiene efecto,3,Mañana (6am-11:59 am),Sí,3,2,3,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
19,Masculino,Privada,12,Entre 3-6 horas,18,5,5,No participo en ninguna,2,3,Instagram,0,50,7,Entretenimiento,5,1,No tiene efecto,3,Tarde (12 pm - 6pm),No,5,12,5,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
22,Masculino,Privada,4,Entre 3-6 horas,14,10,5,No participo en ninguna,8,7,Facebook / meta,3,60,7,Entretenimiento,5,1,Motiva,2,Noche(6pm-12 am),No,3,0,3,0 horas (no lo uso),0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso)
